Ticker,Date,Open,High,Low,Close,Volume,Chatter,AnalystRating,AnalystCount,PriceTarget
RGTI,"Aug 24, 2026",17.5,17.5,16.31,16.37,21578799,normal,Buy,13,28.81
RGTI,"Aug 21, 2026",16.32,18.06,16.3,17.91,22974146,normal,Buy,13,28.81
RGTI,"Aug 20, 2026",16.9,16.97,15.67,16.07,19804782,normal,Buy,13,28.81
RGTI,"Aug 19, 2026",17.38,17.82,16.67,17.0,19150591,normal,Buy,13,28.81
RGTI,"Aug 18, 2026",17.61,18.64,17.52,17.71,13626371,normal,Buy,13,28.81
RGTI,"Aug 17, 2026",18.78,18.96,18.21,18.67,10352231,normal,Buy,13,28.81
RGTI,"Aug 14, 2026",18.44,19.25,18.4,18.82,16901316,normal,Buy,13,28.81
RGTI,"Aug 13, 2026",18.32,19.37,18.31,18.62,19266218,normal,Buy,13,28.81
RGTI,"Aug 12, 2026",18.57,18.67,17.73,18.42,16612678,normal,Buy,13,28.81
RGTI,"Aug 11, 2026",17.94,18.24,17.5,18.09,16314766,normal,Buy,13,28.81
RGTI,"Aug 10, 2026",17.91,18.29,17.49,17.65,18161621,normal,Buy,13,28.81
RGTI,"Aug 7, 2026",16.78,17.95,16.41,17.94,30022250,normal,Buy,13,28.81
RGTI,"Aug 6, 2026",16.15,17.14,16.06,16.53,22638391,normal,Buy,13,28.81
RGTI,"Aug 5, 2026",17.24,17.46,16.69,16.78,19241393,normal,Buy,13,28.81
RGTI,"Aug 4, 2026",16.51,17.72,16.48,17.45,24192993,normal,Buy,13,28.81
RGTI,"Aug 3, 2026",14.93,16.3,14.71,16.02,23184823,normal,Buy,13,28.81
RGTI,"Jul 31, 2026",15.2,15.63,14.77,14.95,16116300,normal,Buy,13,28.81
RGTI,"Jul 30, 2026",13.6,15.0,13.49,14.86,23909730,normal,Buy,13,28.81
RGTI,"Jul 29, 2026",14.32,14.43,13.13,13.22,20248930,normal,Buy,13,28.81
RGTI,"Jul 28, 2026",15.04,15.11,14.05,14.52,18021986,normal,Buy,13,28.81
RGTI,"Jul 27, 2026",15.09,16.12,14.88,15.64,30443362,normal,Buy,13,28.81
RGTI,"Jul 24, 2026",14.85,14.9,14.14,14.15,16004313,normal,Buy,13,28.81
RGTI,"Jul 23, 2026",14.8,15.6,14.67,14.85,18547620,normal,Buy,13,28.81
PBLS,"Sep 2, 2026",39.73,41.14,38.31,40.11,363933,normal,Strong Buy,5,41.75
PBLS,"Sep 1, 2026",39.15,40.0,37.88,39.47,500111,normal,Strong Buy,5,41.75
PBLS,"Aug 31, 2026",39.08,40.01,37.77,39.01,529934,normal,Strong Buy,5,41.75
PBLS,"Aug 28, 2026",38.96,40.02,38.5,39.11,316225,normal,Strong Buy,5,41.75
PBLS,"Aug 27, 2026",39.0,40.19,38.22,39.29,445429,normal,Strong Buy,5,41.75
PBLS,"Aug 26, 2026",39.17,39.41,38.09,39.26,409050,normal,Strong Buy,5,41.75
PBLS,"Aug 25, 2026",38.52,39.9,38.37,39.23,286021,normal,Strong Buy,5,41.75
PBLS,"Aug 24, 2026",39.42,40.56,38.0,38.43,340269,normal,Strong Buy,5,41.75
PBLS,"Aug 21, 2026",39.41,40.92,38.95,39.36,354578,normal,Strong Buy,5,41.75
PBLS,"Aug 20, 2026",40.7,41.49,39.31,39.58,205248,normal,Strong Buy,5,41.75
PBLS,"Aug 19, 2026",39.74,41.35,39.07,41.32,425056,normal,Strong Buy,5,41.75
PBLS,"Aug 18, 2026",37.18,39.81,35.6,39.35,638990,normal,Strong Buy,5,41.75
PBLS,"Aug 17, 2026",36.41,38.83,36.41,37.22,385263,normal,Strong Buy,5,41.75
PBLS,"Aug 14, 2026",35.67,37.99,34.78,37.07,290889,normal,Strong Buy,5,41.75
PBLS,"Aug 13, 2026",37.67,37.67,35.22,35.67,270993,normal,Strong Buy,5,41.75
PBLS,"Aug 12, 2026",36.11,37.83,36.01,37.41,217345,normal,Strong Buy,5,41.75
PBLS,"Aug 11, 2026",35.83,36.95,35.06,36.47,333230,normal,Strong Buy,5,41.75
PBLS,"Aug 10, 2026",35.44,36.93,34.93,35.73,397748,normal,Strong Buy,5,41.75
PBLS,"Aug 7, 2026",36.2,36.5,34.21,34.98,279894,normal,Strong Buy,5,41.75
PBLS,"Aug 6, 2026",35.1,36.5,34.13,35.58,263715,normal,Strong Buy,5,41.75
PBLS,"Aug 5, 2026",36.61,36.82,34.5,34.9,268958,normal,Strong Buy,5,41.75
PBLS,"Aug 4, 2026",34.03,36.69,33.23,35.9,357159,normal,Strong Buy,5,41.75
PBLS,"Aug 3, 2026",33.98,34.93,32.09,33.96,696194,normal,Strong Buy,5,41.75
PBLS,"Jul 31, 2026",32.44,34.18,31.5,33.98,356150,normal,Strong Buy,5,41.75
PBLS,"Jul 30, 2026",31.6,33.05,30.83,32.28,394847,normal,Strong Buy,5,41.75
PBLS,"Jul 29, 2026",31.92,32.91,31.2,31.78,361192,normal,Strong Buy,5,41.75
PBLS,"Jul 28, 2026",31.55,33.03,30.51,31.96,360858,normal,Strong Buy,5,41.75
PBLS,"Jul 27, 2026",31.33,31.97,30.23,31.82,222286,normal,Strong Buy,5,41.75
PBLS,"Jul 24, 2026",32.53,33.15,30.31,31.28,349561,normal,Strong Buy,5,41.75
PBLS,"Jul 23, 2026",30.97,33.14,29.84,32.81,518184,normal,Strong Buy,5,41.75
BLSH,"Sep 2, 2026",32.56,33.45,32.2,32.64,845029,normal,Buy,10,38.44
BLSH,"Sep 1, 2026",32.7,33.86,32.46,33.06,1068633,normal,Buy,10,38.44
BLSH,"Aug 31, 2026",32.91,34.13,32.6,34.03,1198913,normal,Buy,10,38.44
BLSH,"Aug 28, 2026",33.2,33.66,32.19,32.89,1300868,normal,Buy,10,38.44
BLSH,"Aug 27, 2026",33.82,34.55,33.2,33.56,1553707,normal,Buy,10,38.44
BLSH,"Aug 26, 2026",31.3,33.27,31.0,33.11,2246581,normal,Buy,10,38.44
BLSH,"Aug 25, 2026",30.0,32.55,29.9,32.02,1915767,normal,Buy,10,38.44
BLSH,"Aug 24, 2026",30.18,31.45,29.9,30.61,1648845,normal,Buy,10,38.44
BLSH,"Aug 21, 2026",29.75,30.68,29.15,30.41,2383980,normal,Buy,10,38.44
BLSH,"Aug 20, 2026",29.2,29.37,27.51,28.44,1768065,normal,Buy,10,38.44
BLSH,"Aug 19, 2026",24.9,28.33,24.9,26.92,2112714,normal,Buy,10,38.44
BLSH,"Aug 18, 2026",24.49,25.27,23.96,24.62,1212050,normal,Buy,10,38.44
BLSH,"Aug 17, 2026",24.34,25.59,24.28,24.96,2427992,normal,Buy,10,38.44
BLSH,"Aug 14, 2026",27.41,27.42,24.26,24.39,3091506,normal,Buy,10,38.44
BLSH,"Aug 13, 2026",25.0,28.24,25.0,27.48,3446113,normal,Buy,10,38.44
BLSH,"Aug 12, 2026",24.79,25.01,24.01,24.63,1309517,normal,Buy,10,38.44
BLSH,"Aug 11, 2026",24.88,24.89,24.16,24.52,797045,normal,Buy,10,38.44
BLSH,"Aug 10, 2026",24.0,24.66,23.43,24.54,922350,normal,Buy,10,38.44
BLSH,"Aug 7, 2026",23.37,24.0,23.01,23.62,977462,normal,Buy,10,38.44
BLSH,"Aug 6, 2026",23.47,23.75,23.0,23.04,637766,normal,Buy,10,38.44
BLSH,"Aug 5, 2026",23.85,24.06,22.93,23.84,785315,normal,Buy,10,38.44
BLSH,"Aug 4, 2026",23.06,23.85,22.64,23.8,890418,normal,Buy,10,38.44
BLSH,"Aug 3, 2026",21.52,23.27,21.35,22.93,1506486,normal,Buy,10,38.44
BLSH,"Jul 31, 2026",22.07,22.21,20.55,21.79,3247975,normal,Buy,10,38.44
BLSH,"Jul 30, 2026",21.9,22.71,21.73,22.59,1127578,normal,Buy,10,38.44
BLSH,"Jul 29, 2026",22.82,23.08,21.73,21.84,1376632,normal,Buy,10,38.44
BLSH,"Jul 28, 2026",22.23,23.04,21.87,22.69,1680459,normal,Buy,10,38.44
BLSH,"Jul 27, 2026",24.32,24.35,22.29,22.8,2462946,normal,Buy,10,38.44
BLSH,"Jul 24, 2026",24.38,24.89,23.52,23.96,2196868,normal,Buy,10,38.44
BLSH,"Jul 23, 2026",23.23,24.7,23.07,24.24,1343780,normal,Buy,10,38.44
WAY,"Sep 2, 2026",25.81,26.58,25.5,25.72,1645077,normal,Strong Buy,24,33.17
WAY,"Sep 1, 2026",25.9,26.33,25.6,25.76,2082108,normal,Strong Buy,24,33.17
WAY,"Aug 31, 2026",26.06,26.86,25.75,26.18,2367973,normal,Strong Buy,24,33.17
WAY,"Aug 28, 2026",25.44,26.87,25.42,26.24,1988649,normal,Strong Buy,24,33.17
WAY,"Aug 27, 2026",24.98,25.62,24.76,25.25,2187970,normal,Strong Buy,24,33.17
WAY,"Aug 26, 2026",24.57,24.72,23.5,24.17,2794437,normal,Strong Buy,24,33.17
WAY,"Aug 25, 2026",25.31,25.51,23.97,24.21,4934977,normal,Strong Buy,24,33.17
WAY,"Aug 24, 2026",25.49,25.84,24.75,25.35,3366508,normal,Strong Buy,24,33.17
WAY,"Aug 21, 2026",24.7,25.21,24.47,25.01,2542716,normal,Strong Buy,24,33.17
WAY,"Aug 20, 2026",24.79,25.24,24.69,24.84,1238078,normal,Strong Buy,24,33.17
WAY,"Aug 19, 2026",24.53,25.09,24.47,24.84,1510931,normal,Strong Buy,24,33.17
WAY,"Aug 18, 2026",25.22,25.4,24.21,24.32,1494498,normal,Strong Buy,24,33.17
WAY,"Aug 17, 2026",24.7,25.05,24.5,24.68,1372001,normal,Strong Buy,24,33.17
WAY,"Aug 14, 2026",25.62,25.87,24.72,24.78,1299927,normal,Strong Buy,24,33.17
WAY,"Aug 13, 2026",24.52,25.22,24.19,25.08,2301049,normal,Strong Buy,24,33.17
WAY,"Aug 12, 2026",24.11,25.17,24.06,24.54,3325159,normal,Strong Buy,24,33.17
WAY,"Aug 11, 2026",24.38,25.1,24.27,24.3,2476413,normal,Strong Buy,24,33.17
WAY,"Aug 10, 2026",23.93,24.95,23.93,24.7,3393367,normal,Strong Buy,24,33.17
WAY,"Aug 7, 2026",24.25,25.18,24.16,24.23,4669377,normal,Strong Buy,24,33.17
WAY,"Aug 6, 2026",23.23,23.78,23.02,23.37,3794749,normal,Strong Buy,24,33.17
WAY,"Aug 5, 2026",23.88,23.9,23.03,23.38,2285995,normal,Strong Buy,24,33.17
WAY,"Aug 4, 2026",22.93,23.83,22.65,23.77,3429209,normal,Strong Buy,24,33.17
WAY,"Aug 3, 2026",22.04,22.75,21.72,22.66,3819128,normal,Strong Buy,24,33.17
WAY,"Jul 31, 2026",21.85,22.33,21.08,21.11,3860861,normal,Strong Buy,24,33.17
WAY,"Jul 30, 2026",21.47,22.46,20.14,20.94,6691625,normal,Strong Buy,24,33.17
WAY,"Jul 29, 2026",23.54,24.57,23.28,24.52,3636680,normal,Strong Buy,24,33.17
WAY,"Jul 28, 2026",23.83,24.34,23.58,23.69,2516991,normal,Strong Buy,24,33.17
WAY,"Jul 27, 2026",23.15,23.47,22.82,23.13,2143757,normal,Strong Buy,24,33.17
WAY,"Jul 24, 2026",22.04,22.59,21.87,22.51,2169553,normal,Strong Buy,24,33.17
WAY,"Jul 23, 2026",21.1,21.72,20.64,21.58,2845858,normal,Strong Buy,24,33.17
MWH,"Sep 2, 2026",24.78,25.33,24.0,24.22,1852728,normal,Strong Buy,11,45.45
MWH,"Sep 1, 2026",25.21,25.62,24.55,24.78,2484827,normal,Strong Buy,11,45.45
MWH,"Aug 31, 2026",26.1,26.54,25.35,25.52,1676663,normal,Strong Buy,11,45.45
MWH,"Aug 28, 2026",28.0,28.34,26.26,26.29,1030386,normal,Strong Buy,11,45.45
MWH,"Aug 27, 2026",28.79,28.93,28.1,28.14,952886,normal,Strong Buy,11,45.45
MWH,"Aug 26, 2026",27.87,28.66,27.45,28.34,920697,normal,Strong Buy,11,45.45
MWH,"Aug 25, 2026",28.69,28.96,27.77,28.19,1059625,normal,Strong Buy,11,45.45
MWH,"Aug 24, 2026",28.0,28.35,27.13,28.04,1583943,normal,Strong Buy,11,45.45
MWH,"Aug 21, 2026",29.06,29.07,27.05,28.34,2710398,normal,Strong Buy,11,45.45
MWH,"Aug 20, 2026",28.6,29.35,27.36,28.92,5924536,normal,Strong Buy,11,45.45
MWH,"Aug 19, 2026",30.31,31.09,29.36,29.97,1481743,normal,Strong Buy,11,45.45
MWH,"Aug 18, 2026",31.0,31.15,29.93,30.27,1514226,normal,Strong Buy,11,45.45
MWH,"Aug 17, 2026",32.22,32.68,30.83,31.55,2210848,normal,Strong Buy,11,45.45
MWH,"Aug 14, 2026",33.04,33.32,31.03,32.0,2036813,normal,Strong Buy,11,45.45
MWH,"Aug 13, 2026",31.79,33.36,30.69,32.73,3324315,normal,Strong Buy,11,45.45
MWH,"Aug 12, 2026",30.9,31.18,29.76,30.09,1694118,normal,Strong Buy,11,45.45
MWH,"Aug 11, 2026",29.0,30.89,28.74,30.28,1588412,normal,Strong Buy,11,45.45
MWH,"Aug 10, 2026",29.53,29.7,28.54,28.68,1456146,normal,Strong Buy,11,45.45
MWH,"Aug 7, 2026",28.19,29.23,27.34,29.03,1261933,normal,Strong Buy,11,45.45
MWH,"Aug 6, 2026",27.57,28.62,27.15,27.66,748813,normal,Strong Buy,11,45.45
MWH,"Aug 5, 2026",29.01,29.06,27.82,27.85,1131627,normal,Strong Buy,11,45.45
MWH,"Aug 4, 2026",29.92,30.24,28.7,28.8,1643571,normal,Strong Buy,11,45.45
MWH,"Aug 3, 2026",27.91,29.77,27.86,29.11,1424272,normal,Strong Buy,11,45.45
MWH,"Jul 31, 2026",28.18,28.81,27.44,28.43,4669269,normal,Strong Buy,11,45.45
MWH,"Jul 30, 2026",25.17,28.0,25.16,27.94,2704855,normal,Strong Buy,11,45.45
MWH,"Jul 29, 2026",25.55,25.7,23.83,23.86,1463493,normal,Strong Buy,11,45.45
MWH,"Jul 28, 2026",27.44,27.54,25.12,25.46,1779570,normal,Strong Buy,11,45.45
MWH,"Jul 27, 2026",27.27,28.28,27.03,28.06,1846706,normal,Strong Buy,11,45.45
MWH,"Jul 24, 2026",30.15,30.16,26.93,27.27,2720114,normal,Strong Buy,11,45.45
MWH,"Jul 23, 2026",28.83,30.05,28.82,29.93,1659966,normal,Strong Buy,11,45.45
PSN,"Sep 2, 2026",46.01,46.48,45.33,45.37,1234297,normal,Buy,14,59.36
PSN,"Sep 1, 2026",48.2,48.75,46.09,46.37,1166541,normal,Buy,14,59.36
PSN,"Aug 31, 2026",48.45,49.17,48.11,48.64,1229533,normal,Buy,14,59.36
PSN,"Aug 28, 2026",49.5,49.75,48.32,49.0,964970,normal,Buy,14,59.36
PSN,"Aug 27, 2026",48.76,49.81,48.59,49.28,535150,normal,Buy,14,59.36
PSN,"Aug 26, 2026",48.4,49.55,48.4,48.64,830876,normal,Buy,14,59.36
PSN,"Aug 25, 2026",48.8,48.94,47.77,48.04,578690,normal,Buy,14,59.36
PSN,"Aug 24, 2026",49.12,49.89,48.24,48.81,1208970,normal,Buy,14,59.36
PSN,"Aug 21, 2026",48.05,49.11,47.38,49.05,1393703,normal,Buy,14,59.36
PSN,"Aug 20, 2026",46.72,47.18,45.19,46.06,891326,normal,Buy,14,59.36
PSN,"Aug 19, 2026",46.93,47.62,46.54,47.12,941125,normal,Buy,14,59.36
PSN,"Aug 18, 2026",45.94,46.7,45.71,46.45,745757,normal,Buy,14,59.36
PSN,"Aug 17, 2026",47.45,47.84,45.65,45.76,1104733,normal,Buy,14,59.36
PSN,"Aug 14, 2026",47.83,48.07,46.88,47.9,660254,normal,Buy,14,59.36
PSN,"Aug 13, 2026",48.28,48.95,46.59,47.59,1035921,normal,Buy,14,59.36
PSN,"Aug 12, 2026",47.45,48.31,46.93,48.28,948551,normal,Buy,14,59.36
PSN,"Aug 11, 2026",47.44,48.49,47.05,48.25,1114201,normal,Buy,14,59.36
PSN,"Aug 10, 2026",47.26,47.37,45.92,46.13,1190430,normal,Buy,14,59.36
PSN,"Aug 7, 2026",48.6,48.79,46.8,47.55,1101606,normal,Buy,14,59.36
PSN,"Aug 6, 2026",47.79,49.32,47.27,47.91,1691950,normal,Buy,14,59.36
PSN,"Aug 5, 2026",49.12,49.12,46.33,47.78,1999668,normal,Buy,14,59.36
PSN,"Aug 4, 2026",48.0,49.0,47.43,48.59,2021425,normal,Buy,14,59.36
PSN,"Aug 3, 2026",45.0,47.91,45.0,47.61,2444664,normal,Buy,14,59.36
PSN,"Jul 31, 2026",42.83,45.47,42.35,44.21,2775456,normal,Buy,14,59.36
PSN,"Jul 30, 2026",40.68,43.46,40.26,43.17,4491405,normal,Buy,14,59.36
PSN,"Jul 29, 2026",46.99,47.99,36.26,40.32,12046101,normal,Buy,14,59.36
PSN,"Jul 28, 2026",60.26,62.3,60.0,62.03,1245574,normal,Buy,14,59.36
PSN,"Jul 27, 2026",59.99,60.24,58.8,59.47,835262,normal,Buy,14,59.36
PSN,"Jul 24, 2026",59.12,61.59,58.63,58.73,1104041,normal,Buy,14,59.36
PSN,"Jul 23, 2026",57.45,60.06,57.45,58.46,1418959,normal,Buy,14,59.36
BULL,"Sep 2, 2026",9.09,9.1,8.84,9.0,10883588,normal,Strong Buy,3,14.33
BULL,"Sep 1, 2026",9.31,9.33,9.01,9.13,10479776,normal,Strong Buy,3,14.33
BULL,"Aug 31, 2026",9.4,9.58,9.16,9.48,15816270,normal,Strong Buy,3,14.33
BULL,"Aug 28, 2026",9.48,9.73,9.3,9.37,17431246,normal,Strong Buy,3,14.33
BULL,"Aug 27, 2026",8.99,9.62,8.75,9.57,26682560,normal,Strong Buy,3,14.33
BULL,"Aug 26, 2026",8.89,8.96,8.69,8.78,12707102,normal,Strong Buy,3,14.33
BULL,"Aug 25, 2026",8.46,9.05,8.41,8.94,24060183,normal,Strong Buy,3,14.33
BULL,"Aug 24, 2026",8.58,9.01,8.43,8.53,20514423,normal,Strong Buy,3,14.33
BULL,"Aug 21, 2026",8.99,9.55,8.57,8.78,27999047,normal,Strong Buy,3,14.33
BULL,"Aug 20, 2026",9.94,9.95,8.82,8.85,50507145,normal,Strong Buy,3,14.33
BULL,"Aug 19, 2026",8.01,8.7,7.91,8.64,30243921,normal,Strong Buy,3,14.33
BULL,"Aug 18, 2026",7.98,8.07,7.83,7.93,12497897,normal,Strong Buy,3,14.33
BULL,"Aug 17, 2026",8.04,8.25,7.96,8.16,11720120,normal,Strong Buy,3,14.33
BULL,"Aug 14, 2026",7.95,8.1,7.87,8.04,7255212,normal,Strong Buy,3,14.33
BULL,"Aug 13, 2026",7.67,8.14,7.66,7.95,11221065,normal,Strong Buy,3,14.33
BULL,"Aug 12, 2026",7.66,7.88,7.48,7.67,10417169,normal,Strong Buy,3,14.33
BULL,"Aug 11, 2026",7.28,7.68,7.17,7.57,14614181,normal,Strong Buy,3,14.33
BULL,"Aug 10, 2026",7.33,7.45,7.25,7.26,4936076,normal,Strong Buy,3,14.33
BULL,"Aug 7, 2026",7.33,7.44,7.23,7.32,6117639,normal,Strong Buy,3,14.33
BULL,"Aug 6, 2026",7.34,7.44,7.16,7.22,5348976,normal,Strong Buy,3,14.33
BULL,"Aug 5, 2026",7.58,7.6,7.37,7.38,7277794,normal,Strong Buy,3,14.33
BULL,"Aug 4, 2026",7.33,7.6,7.29,7.58,8937848,normal,Strong Buy,3,14.33
BULL,"Aug 3, 2026",7.08,7.29,7.08,7.26,7202991,normal,Strong Buy,3,14.33
BULL,"Jul 31, 2026",7.11,7.24,6.95,7.06,6074941,normal,Strong Buy,3,14.33
BULL,"Jul 30, 2026",7.01,7.19,6.93,7.15,6924711,normal,Strong Buy,3,14.33
BULL,"Jul 29, 2026",7.23,7.31,6.95,7.01,8311412,normal,Strong Buy,3,14.33
BULL,"Jul 28, 2026",7.36,7.48,7.16,7.27,8735502,normal,Strong Buy,3,14.33
BULL,"Jul 27, 2026",7.75,7.8,7.48,7.54,7127636,normal,Strong Buy,3,14.33
BULL,"Jul 24, 2026",7.84,7.85,7.41,7.49,7288176,normal,Strong Buy,3,14.33
BULL,"Jul 23, 2026",7.98,8.07,7.79,7.84,7316802,normal,Strong Buy,3,14.33
BOX,"Sep 2, 2026",35.06,35.36,34.58,34.59,2188889,normal,Hold,10,37.5
BOX,"Sep 1, 2026",35.69,35.89,34.9,35.16,4145491,normal,Hold,10,37.5
BOX,"Aug 31, 2026",34.72,36.34,34.68,35.78,4503722,normal,Hold,10,37.5
BOX,"Aug 28, 2026",34.75,36.16,34.66,34.98,4387056,normal,Hold,10,37.5
BOX,"Aug 27, 2026",33.79,34.97,33.76,34.74,5667748,normal,Hold,10,37.5
BOX,"Aug 26, 2026",34.3,34.5,32.66,33.39,5962388,normal,Hold,10,37.5
BOX,"Aug 25, 2026",33.33,33.79,32.7,33.0,3946034,normal,Hold,10,37.5
BOX,"Aug 24, 2026",32.88,33.59,32.82,33.47,4004726,normal,Hold,10,37.5
BOX,"Aug 21, 2026",32.53,33.09,32.33,32.91,1407061,normal,Hold,10,37.5
BOX,"Aug 20, 2026",33.1,33.4,32.86,32.9,1328001,normal,Hold,10,37.5
BOX,"Aug 19, 2026",32.67,33.53,32.66,33.12,1842128,normal,Hold,10,37.5
BOX,"Aug 18, 2026",32.74,33.19,32.43,32.44,2226535,normal,Hold,10,37.5
BOX,"Aug 17, 2026",32.2,32.64,31.93,32.29,2671847,normal,Hold,10,37.5
BOX,"Aug 14, 2026",33.56,33.84,32.6,32.65,1701976,normal,Hold,10,37.5
BOX,"Aug 13, 2026",32.66,33.77,32.19,33.64,3025185,normal,Hold,10,37.5
BOX,"Aug 12, 2026",32.25,32.77,32.01,32.35,1584027,normal,Hold,10,37.5
BOX,"Aug 11, 2026",33.3,33.83,32.59,32.83,3086804,normal,Hold,10,37.5
BOX,"Aug 10, 2026",32.74,33.86,32.74,33.6,1787897,normal,Hold,10,37.5
BOX,"Aug 7, 2026",32.12,33.26,31.87,33.24,2078077,normal,Hold,10,37.5
BOX,"Aug 6, 2026",31.51,31.85,31.16,31.85,2692136,normal,Hold,10,37.5
BOX,"Aug 5, 2026",31.59,32.29,31.44,32.0,1997115,normal,Hold,10,37.5
BOX,"Aug 4, 2026",31.21,32.2,31.14,31.76,8050081,normal,Hold,10,37.5
BOX,"Aug 3, 2026",32.08,32.65,31.58,31.7,2160619,normal,Hold,10,37.5
BOX,"Jul 31, 2026",30.83,31.63,30.68,31.55,1869897,normal,Hold,10,37.5
BOX,"Jul 30, 2026",31.94,31.94,30.3,31.09,2339620,normal,Hold,10,37.5
BOX,"Jul 29, 2026",31.69,32.61,31.49,32.42,3234248,normal,Hold,10,37.5
BOX,"Jul 28, 2026",30.65,31.67,30.55,31.5,2808551,normal,Hold,10,37.5
BOX,"Jul 27, 2026",29.6,30.7,29.46,30.15,2842235,normal,Hold,10,37.5
BOX,"Jul 24, 2026",28.87,29.19,28.59,29.01,2064374,normal,Hold,10,37.5
BOX,"Jul 23, 2026",28.65,28.75,28.06,28.28,2926423,normal,Hold,10,37.5
VSH,"Sep 2, 2026",29.94,31.08,29.66,30.61,3152544,normal,Buy,5,39.0
VSH,"Sep 1, 2026",29.55,30.06,29.29,29.63,4772269,normal,Buy,5,39.0
VSH,"Aug 31, 2026",30.87,31.28,29.96,30.43,6089244,normal,Buy,5,39.0
VSH,"Aug 28, 2026",31.49,31.87,30.4,30.56,2956848,normal,Buy,5,39.0
VSH,"Aug 27, 2026",31.46,31.95,31.05,31.74,4387175,normal,Buy,5,39.0
VSH,"Aug 26, 2026",31.43,31.52,30.31,30.66,5649903,normal,Buy,5,39.0
VSH,"Aug 25, 2026",31.51,31.62,30.64,31.31,2395783,normal,Buy,5,39.0
VSH,"Aug 24, 2026",30.93,30.95,29.87,30.43,2483905,normal,Buy,5,39.0
VSH,"Aug 21, 2026",31.94,32.05,30.67,31.63,2240261,normal,Buy,5,39.0
VSH,"Aug 20, 2026",31.8,32.25,31.1,31.83,3160868,normal,Buy,5,39.0
